meta_idx,date_accessed,Error,parent_doi,URL,citation,meta_cols,removed_cols
228,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494686,https://doi.org/10.1594/PANGAEA.494686,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9006_1962. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494686, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
229,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494688,https://doi.org/10.1594/PANGAEA.494688,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9006_1970. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494688, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
230,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494689,https://doi.org/10.1594/PANGAEA.494689,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9006_1971. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494689, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
231,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494690,https://doi.org/10.1594/PANGAEA.494690,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9006_1973. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494690, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
232,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494691,https://doi.org/10.1594/PANGAEA.494691,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9006_1974. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494691, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
233,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494694,https://doi.org/10.1594/PANGAEA.494694,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9006_1977. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494694, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
234,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494697,https://doi.org/10.1594/PANGAEA.494697,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9007_1960. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494697, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
235,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494698,https://doi.org/10.1594/PANGAEA.494698,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9007_1961. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494698, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
236,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494700,https://doi.org/10.1594/PANGAEA.494700,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9007_1963. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494700, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
237,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494701,https://doi.org/10.1594/PANGAEA.494701,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9007_1969. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494701, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
238,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494702,https://doi.org/10.1594/PANGAEA.494702,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9007_1970. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494702, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
239,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494703,https://doi.org/10.1594/PANGAEA.494703,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9007_1972. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494703, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
240,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494708,https://doi.org/10.1594/PANGAEA.494708,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9018_1963. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494708, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
241,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494709,https://doi.org/10.1594/PANGAEA.494709,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9018_1969. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494709, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
242,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494712,https://doi.org/10.1594/PANGAEA.494712,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9028XXXXXC. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494712, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
243,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494714,https://doi.org/10.1594/PANGAEA.494714,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9029_1976. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494714, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
244,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494715,https://doi.org/10.1594/PANGAEA.494715,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9029_1977. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494715, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
245,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494716,https://doi.org/10.1594/PANGAEA.494716,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9029_1978. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494716, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
246,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494717,https://doi.org/10.1594/PANGAEA.494717,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9029_1979. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494717, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
247,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494724,https://doi.org/10.1594/PANGAEA.494724,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K9084_1985. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494724, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
248,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494729,https://doi.org/10.1594/PANGAEA.494729,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K90AI_1976. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494729, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
249,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494742,https://doi.org/10.1594/PANGAEA.494742,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K90SBXXXXXC. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494742, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
250,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494744,https://doi.org/10.1594/PANGAEA.494744,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K90VS_1963. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494744, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
251,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494749,https://doi.org/10.1594/PANGAEA.494749,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K90ZB_1975. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494749, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
252,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494754,https://doi.org/10.1594/PANGAEA.494754,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K90_1956. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494754, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
253,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494758,https://doi.org/10.1594/PANGAEA.494758,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K99_1993. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494758, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
254,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494759,https://doi.org/10.1594/PANGAEA.494759,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise K99_1994. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.494759, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
255,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494831,https://doi.org/10.1594/PANGAEA.494831,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise U58X001290C. National Oceanographic Data Center, Washington, PANGAEA, https://doi.org/10.1594/PANGAEA.494831, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
256,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494838,https://doi.org/10.1594/PANGAEA.494838,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise U58_1989. National Oceanographic Data Center, Washington, PANGAEA, https://doi.org/10.1594/PANGAEA.494838, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
257,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.494841,https://doi.org/10.1594/PANGAEA.494841,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography during cruise U67X001027C. National Oceanographic Data Center, Washington, PANGAEA, https://doi.org/10.1594/PANGAEA.494841, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
258,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.496716,https://doi.org/10.1594/PANGAEA.496716,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography from BT during cruise K06MTB_1972. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.496716, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
259,2024-02-06,None,10.1594/PANGAEA.496717,https://doi.org/10.1594/PANGAEA.496717,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography from BT during cruise K06POB_1926. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.496717, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",Longitude; Latitude; Date/Time; Depth water [m],NA
260,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.496719,https://doi.org/10.1594/PANGAEA.496719,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography from BT during cruise K06WHB_1974. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.496719, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
261,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.496720,https://doi.org/10.1594/PANGAEA.496720,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography from BT during cruise K06WHB_1975. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.496720, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
262,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.496723,https://doi.org/10.1594/PANGAEA.496723,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography from BT during cruise K06XXB_1938. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.496723, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
263,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.496724,https://doi.org/10.1594/PANGAEA.496724,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography from BT during cruise K06XXB_1955. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.496724, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
264,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.496725,https://doi.org/10.1594/PANGAEA.496725,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Physical oceanography from BT during cruise K06ZIB_1926. United Kingdom Hydrographic Office, PANGAEA, https://doi.org/10.1594/PANGAEA.496725, In: Golubev, VA et al. (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
